0.00125 2.5
0.00375 2.5
0.00625 2.5
0.00875 2.5
0.01125 2.5
0.01375 2.5
0.01625 2.5
0.01875 2.5
0.02125 2.5
0.02375 2.5
0.02625 2.5
0.02875 2.5
0.03125 2.5
0.03375 2.5
0.03625 2.5
0.03875 2.5
0.04125 2.5
0.04375 2.5
0.04625 2.5
0.04875 2.5
0.05125 2.5
0.05375 2.5
0.05625 2.5
0.05875 2.5
0.06125 2.5
0.06375 2.5
0.06625 2.5
0.06875 2.5
0.07125 2.5
0.07375 2.5
0.07625 2.5
0.07875 2.5
0.08125 2.5
0.08375 2.5
0.08625 2.5
0.08875 2.5
0.09125 2.5
0.09375 2.5
0.09625 2.5
0.09875 2.5
0.10125 2.5
0.10375 2.5
0.10625 2.5
0.10875 2.5
0.11125 2.5
0.11375 2.5
0.11625 2.5
0.11875 2.5
0.12125 2.5
0.12375 2.5
0.12625 2.5
0.12875 2.5
0.13125 2.5
0.13375 2.5
0.13625 2.5
0.13875 2.5
0.14125 2.5
0.14375 2.5
0.14625 2.5
0.14875 2.5
0.15125 2.5
0.15375 2.5
0.15625 2.5
0.15875 2.5
0.16125 2.5
0.16375 2.5
0.16625 2.5
0.16875 2.5
0.17125 2.5
0.17375 2.5
0.17625 2.5
0.17875 2.5
0.18125 2.5
0.18375 2.5
0.18625 2.5
0.18875 2.5
0.19125 2.5
0.19375 2.5
0.19625 2.5
0.19875 2.5
0.20125 2.5
0.20375 2.5
0.20625 2.5
0.20875 2.5
0.21125 2.5
0.21375 2.5
0.21625 2.5
0.21875 2.5
0.22125 2.5
0.22375 2.5
0.22625 2.5
0.22875 2.5
0.23125 2.5
0.23375 2.5
0.23625 2.5
0.23875 2.5
0.24125 2.49999
0.24375 2.49999
0.24625 2.49998
0.24875 2.49997
0.25125 2.49995
0.25375 2.49992
0.25625 2.49988
0.25875 2.49982
0.26125 2.49974
0.26375 2.49962
0.26625 2.49946
0.26875 2.49923
0.27125 2.49894
0.27375 2.49856
0.27625 2.49806
0.27875 2.49743
0.28125 2.49664
0.28375 2.49566
0.28625 2.49447
0.28875 2.49305
0.29125 2.49136
0.29375 2.48939
0.29625 2.48712
0.29875 2.48452
0.30125 2.48158
0.30375 2.4783
0.30625 2.47466
0.30875 2.47067
0.31125 2.46632
0.31375 2.46161
0.31625 2.45656
0.31875 2.45118
0.32125 2.44547
0.32375 2.43944
0.32625 2.43312
0.32875 2.42651
0.33125 2.41963
0.33375 2.4125
0.33625 2.40513
0.33875 2.39754
0.34125 2.38974
0.34375 2.38174
0.34625 2.37357
0.34875 2.36522
0.35125 2.35672
0.35375 2.34808
0.35625 2.33931
0.35875 2.33041
0.36125 2.3214
0.36375 2.31229
0.36625 2.30309
0.36875 2.29379
0.37125 2.28442
0.37375 2.27498
0.37625 2.26547
0.37875 2.2559
0.38125 2.24628
0.38375 2.2366
0.38625 2.22688
0.38875 2.21712
0.39125 2.20733
0.39375 2.1975
0.39625 2.18764
0.39875 2.17776
0.40125 2.16786
0.40375 2.15793
0.40625 2.14799
0.40875 2.13804
0.41125 2.12807
0.41375 2.11809
0.41625 2.10811
0.41875 2.09812
0.42125 2.08812
0.42375 2.07813
0.42625 2.06814
0.42875 2.05814
0.43125 2.04816
0.43375 2.03817
0.43625 2.0282
0.43875 2.01823
0.44125 2.00828
0.44375 1.99833
0.44625 1.98841
0.44875 1.9785
0.45125 1.9686
0.45375 1.95873
0.45625 1.94889
0.45875 1.93907
0.46125 1.92928
0.46375 1.91952
0.46625 1.90981
0.46875 1.90014
0.47125 1.89052
0.47375 1.88096
0.47625 1.87148
0.47875 1.86208
0.48125 1.85279
0.48375 1.84363
0.48625 1.83464
0.48875 1.82587
0.49125 1.81741
0.49375 1.80937
0.49625 1.80193
0.49875 1.79537
0.50125 1.79005
0.50375 1.78631
0.50625 1.78428
0.50875 1.78356
0.51125 1.78353
0.51375 1.78374
0.51625 1.78401
0.51875 1.78429
0.52125 1.78455
0.52375 1.7848
0.52625 1.78504
0.52875 1.78527
0.53125 1.78549
0.53375 1.78572
0.53625 1.78595
0.53875 1.78617
0.54125 1.78641
0.54375 1.78665
0.54625 1.78689
0.54875 1.78714
0.55125 1.78741
0.55375 1.78768
0.55625 1.78797
0.55875 1.78827
0.56125 1.78859
0.56375 1.78893
0.56625 1.7893
0.56875 1.78968
0.57125 1.7901
0.57375 1.79055
0.57625 1.79104
0.57875 1.79158
0.58125 1.79219
0.58375 1.79287
0.58625 1.79365
0.58875 1.79458
0.59125 1.79569
0.59375 1.79707
0.59625 1.79884
0.59875 1.80113
0.60125 1.80416
0.60375 1.80819
0.60625 1.81358
0.60875 1.82074
0.61125 1.83018
0.61375 1.84245
0.61625 1.85817
0.61875 1.87798
0.62125 1.90249
0.62375 1.93226
0.62625 1.96775
0.62875 2.00925
0.63125 2.05682
0.63375 2.11025
0.63625 2.16899
0.63875 2.23215
0.64125 2.29848
0.64375 2.3664
0.64625 2.43412
0.64875 2.49979
0.65125 2.56163
0.65375 2.61813
0.65625 2.66818
0.65875 2.71115
0.66125 2.74692
0.66375 2.77578
0.66625 2.79837
0.66875 2.81552
0.67125 2.82815
0.67375 2.83718
0.67625 2.84344
0.67875 2.84763
0.68125 2.85035
0.68375 2.85204
0.68625 2.85305
0.68875 2.85361
0.69125 2.8539
0.69375 2.85403
0.69625 2.85406
0.69875 2.85405
0.70125 2.85402
0.70375 2.85398
0.70625 2.85394
0.70875 2.85391
0.71125 2.85389
0.71375 2.85387
0.71625 2.85385
0.71875 2.85384
0.72125 2.85383
0.72375 2.85382
0.72625 2.85382
0.72875 2.85382
0.73125 2.85381
0.73375 2.85381
0.73625 2.85381
0.73875 2.85381
0.74125 2.85381
0.74375 2.8538
0.74625 2.85376
0.74875 2.85362
0.75125 2.85313
0.75375 2.85148
0.75625 2.84587
0.75875 2.82725
0.76125 2.76871
0.76375 2.61145
0.76625 2.32614
0.76875 2.09007
0.77125 2.01607
0.77375 2.00259
0.77625 2.00041
0.77875 2.00006
0.78125 2.00001
0.78375 2
0.78625 2
0.78875 2
0.79125 2
0.79375 2
0.79625 2
0.79875 2
0.80125 2
0.80375 2
0.80625 2
0.80875 2
0.81125 2
0.81375 2
0.81625 2
0.81875 2
0.82125 2
0.82375 2
0.82625 2
0.82875 2
0.83125 2
0.83375 2
0.83625 2
0.83875 2
0.84125 2
0.84375 2
0.84625 2
0.84875 2
0.85125 2
0.85375 2
0.85625 2
0.85875 2
0.86125 2
0.86375 2
0.86625 2
0.86875 2
0.87125 2
0.87375 2
0.87625 2
0.87875 2
0.88125 2
0.88375 2
0.88625 2
0.88875 2
0.89125 2
0.89375 2
0.89625 2
0.89875 2
0.90125 2
0.90375 2
0.90625 2
0.90875 2
0.91125 2
0.91375 2
0.91625 2
0.91875 2
0.92125 2
0.92375 2
0.92625 2
0.92875 2
0.93125 2
0.93375 2
0.93625 2
0.93875 2
0.94125 2
0.94375 2
0.94625 2
0.94875 2
0.95125 2
0.95375 2
0.95625 2
0.95875 2
0.96125 2
0.96375 2
0.96625 2
0.96875 2
0.97125 2
0.97375 2
0.97625 2
0.97875 2
0.98125 2
0.98375 2
0.98625 2
0.98875 2
0.99125 2
0.99375 2
0.99625 2
0.99875 2
