x rho u p ie
0.84125 0.125 0.0 0.1 2.0000000000000004
0.84375 0.125 0.0 0.1 2.0000000000000004
0.84625 0.125 0.0 0.1 2.0000000000000004
0.84875 0.125 0.0 0.1 2.0000000000000004
0.8512500000000001 0.125 0.0 0.1 2.0000000000000004
0.85375 0.125 0.0 0.1 2.0000000000000004
0.85625 0.125 0.0 0.1 2.0000000000000004
0.85875 0.125 0.0 0.1 2.0000000000000004
0.8612500000000001 0.125 0.0 0.1 2.0000000000000004
0.86375 0.125 0.0 0.1 2.0000000000000004
0.86625 0.125 0.0 0.1 2.0000000000000004
0.86875 0.125 0.0 0.1 2.0000000000000004
0.8712500000000001 0.125 0.0 0.1 2.0000000000000004
0.87375 0.125 0.0 0.1 2.0000000000000004
0.87625 0.125 0.0 0.1 2.0000000000000004
0.87875 0.125 0.0 0.1 2.0000000000000004
0.8812500000000001 0.125 0.0 0.1 2.0000000000000004
0.88375 0.125 0.0 0.1 2.0000000000000004
0.88625 0.125 0.0 0.1 2.0000000000000004
0.88875 0.125 0.0 0.1 2.0000000000000004
0.8912500000000001 0.125 0.0 0.1 2.0000000000000004
0.89375 0.125 0.0 0.1 2.0000000000000004
0.89625 0.125 0.0 0.1 2.0000000000000004
0.8987499999999999 0.125 0.0 0.1 2.0000000000000004
0.90125 0.125 0.0 0.1 2.0000000000000004
0.90375 0.125 0.0 0.1 2.0000000000000004
0.90625 0.125 0.0 0.1 2.0000000000000004
0.90875 0.125 0.0 0.1 2.0000000000000004
0.91125 0.125 0.0 0.1 2.0000000000000004
0.9137500000000001 0.125 0.0 0.1 2.0000000000000004
0.91625 0.125 0.0 0.1 2.0000000000000004
0.91875 0.125 0.0 0.1 2.0000000000000004
0.92125 0.125 0.0 0.1 2.0000000000000004
0.9237500000000001 0.125 0.0 0.1 2.0000000000000004
0.92625 0.125 0.0 0.1 2.0000000000000004
0.92875 0.125 0.0 0.1 2.0000000000000004
0.93125 0.125 0.0 0.1 2.0000000000000004
0.9337500000000001 0.125 0.0 0.1 2.0000000000000004
0.93625 0.125 0.0 0.1 2.0000000000000004
0.93875 0.125 0.0 0.1 2.0000000000000004
0.94125 0.125 0.0 0.1 2.0000000000000004
0.9437500000000001 0.125 0.0 0.1 2.0000000000000004
0.94625 0.125 0.0 0.1 2.0000000000000004
0.94875 0.125 0.0 0.1 2.0000000000000004
0.95125 0.125 0.0 0.1 2.0000000000000004
0.9537500000000001 0.125 0.0 0.1 2.0000000000000004
0.95625 0.125 0.0 0.1 2.0000000000000004
0.95875 0.125 0.0 0.1 2.0000000000000004
0.9612499999999999 0.125 0.0 0.1 2.0000000000000004
0.96375 0.125 0.0 0.1 2.0000000000000004
0.96625 0.125 0.0 0.1 2.0000000000000004
0.96875 0.125 0.0 0.1 2.0000000000000004
0.97125 0.125 0.0 0.1 2.0000000000000004
0.97375 0.125 0.0 0.1 2.0000000000000004
0.9762500000000001 0.125 0.0 0.1 2.0000000000000004
0.97875 0.125 0.0 0.1 2.0000000000000004
0.98125 0.125 0.0 0.1 2.0000000000000004
0.98375 0.125 0.0 0.1 2.0000000000000004
0.9862500000000001 0.125 0.0 0.1 2.0000000000000004
0.98875 0.125 0.0 0.1 2.0000000000000004
0.99125 0.125 0.0 0.1 2.0000000000000004
0.99375 0.125 0.0 0.1 2.0000000000000004
0.9962500000000001 0.125 0.0 0.1 2.0000000000000004
0.99875 0.125 0.0 0.1 2.0000000000000004
